# U  arc  E1  E2  E3  E4
2.3000  3.519992  0.52188627  0.52188627  1.77811373  1.77811373
2.3000  3.555192  0.55615043  0.55615043  1.74384957  1.74384957
2.3000  3.590392  0.59025804  0.59025804  1.70974196  1.70974196
2.3000  3.625592  0.62419305  0.62419305  1.67580695  1.67580695
2.3000  3.660791  0.65793805  0.65793805  1.64206195  1.64206195
2.3000  3.695991  0.69147377  0.69147377  1.60852623  1.60852623
2.3000  3.731191  0.72477842  0.72477842  1.57522158  1.57522158
2.3000  3.766391  0.75782665  0.75782665  1.54217335  1.54217335
2.3000  3.801591  0.79058800  0.79058800  1.50941200  1.50941200
2.3000  3.836791  0.82302450  0.82302450  1.47697550  1.47697550
2.3000  3.871991  0.85508678  0.85508678  1.44491322  1.44491322
2.3000  3.907191  0.88670763  0.88670763  1.41329237  1.41329237
2.3000  3.942391  0.91779073  0.91779073  1.38220927  1.38220927
2.3000  3.977591  0.94819004  0.94819004  1.35180996  1.35180996
2.3000  4.012791  0.97767025  0.97767025  1.32232975  1.32232975
2.3000  4.047991  1.00582609  1.00582609  1.29417391  1.29417391
2.3000  4.083190  1.03191121  1.03191121  1.26808879  1.26808879
2.3000  4.118390  1.05448036  1.05448036  1.24551964  1.24551964
2.3000  4.153590  1.07080923  1.07080923  1.22919077  1.22919077
2.3000  4.188790  1.07697581  1.07697581  1.22302419  1.22302419
2.3000  4.206390  1.07541001  1.07541001  1.22458999  1.22458999
2.3000  4.223990  1.07092855  1.07092855  1.22907145  1.22907145
2.3000  4.241590  1.06402807  1.06402807  1.23597193  1.23597193
2.3000  4.259190  1.05527427  1.05527427  1.24472573  1.24472573
2.3000  4.276790  1.04516575  1.04516575  1.25483425  1.25483425
2.3000  4.294390  1.03408880  1.03408880  1.26591120  1.26591120
2.3000  4.311990  1.02232507  1.02232507  1.27767493  1.27767493
2.3000  4.329590  1.01007524  1.01007524  1.28992476  1.28992476
2.3000  4.347190  0.99748197  0.99748197  1.30251803  1.30251803
2.3000  4.364790  0.98464758  0.98464758  1.31535242  1.31535242
2.3000  4.382390  0.97164648  0.97164648  1.32835352  1.32835352
2.3000  4.399990  0.95853366  0.95853366  1.34146634  1.34146634
2.3000  4.417590  0.94535048  0.94535048  1.35464952  1.35464952
2.3000  4.435190  0.93212853  0.93212853  1.36787147  1.36787147
2.3000  4.452790  0.91889237  0.91889237  1.38110763  1.38110763
2.3000  4.470390  0.90566140  0.90566140  1.39433860  1.39433860
2.3000  4.487990  0.89245114  0.89245114  1.40754886  1.40754886
2.3000  4.505589  0.87927419  0.87927419  1.42072581  1.42072581
2.3000  4.523189  0.86614094  0.86614094  1.43385906  1.43385906
2.3000  4.540789  0.85306003  0.85306003  1.44693997  1.44693997
2.3000  4.558389  0.84003877  0.84003877  1.45996123  1.45996123
2.3000  4.575989  0.82708339  0.82708339  1.47291661  1.47291661
2.3000  4.593589  0.81419924  0.81419924  1.48580076  1.48580076
2.3000  4.611189  0.80139101  0.80139101  1.49860899  1.49860899
2.3000  4.628789  0.78866282  0.78866282  1.51133718  1.51133718
2.3000  4.646389  0.77601830  0.77601830  1.52398170  1.52398170
2.3000  4.663989  0.76346074  0.76346074  1.53653926  1.53653926
2.3000  4.681589  0.75099306  0.75099306  1.54900694  1.54900694
2.3000  4.699189  0.73861797  0.73861797  1.56138203  1.56138203
2.3000  4.716789  0.72633790  0.72633790  1.57366210  1.57366210
2.3000  4.734389  0.71415512  0.71415512  1.58584488  1.58584488
2.3000  4.751989  0.70207172  0.70207172  1.59792828  1.59792828
2.3000  4.769589  0.69008965  0.69008965  1.60991035  1.60991035
2.3000  4.787189  0.67821075  0.67821075  1.62178925  1.62178925
2.3000  4.804789  0.66643672  0.66643672  1.63356328  1.63356328
2.3000  4.822389  0.65476920  0.65476920  1.64523080  1.64523080
2.3000  4.839989  0.64320974  0.64320974  1.65679026  1.65679026
2.3000  4.857589  0.63175979  0.63175979  1.66824021  1.66824021
2.3000  4.875189  0.62042076  0.62042076  1.67957924  1.67957924
2.3000  4.892789  0.60919401  0.60919401  1.69080599  1.69080599
2.3000  4.910389  0.59808080  0.59808080  1.70191920  1.70191920
2.3000  4.927988  0.58708240  0.58708240  1.71291760  1.71291760
2.3000  4.945588  0.57620000  0.57620000  1.72380000  1.72380000
2.3000  4.963188  0.56543477  0.56543477  1.73456523  1.73456523
2.3000  4.980788  0.55478781  0.55478781  1.74521219  1.74521219
2.3000  4.998388  0.54426023  0.54426023  1.75573977  1.75573977
2.3000  5.015988  0.53385308  0.53385308  1.76614692  1.76614692
2.3000  5.033588  0.52356739  0.52356739  1.77643261  1.77643261
2.3000  5.051188  0.51340416  0.51340416  1.78659584  1.78659584
2.3000  5.068788  0.50336437  0.50336437  1.79663563  1.79663563
2.3000  5.086388  0.49344897  0.49344897  1.80655103  1.80655103
2.3000  5.103988  0.48365889  0.48365889  1.81634111  1.81634111
2.3000  5.121588  0.47399504  0.47399504  1.82600496  1.82600496
2.3000  5.139188  0.46445830  0.46445830  1.83554170  1.83554170
2.3000  5.156788  0.45504954  0.45504954  1.84495046  1.84495046
2.3000  5.174388  0.44576961  0.44576961  1.85423039  1.85423039
2.3000  5.191988  0.43661934  0.43661934  1.86338066  1.86338066
2.3000  5.209588  0.42759953  0.42759953  1.87240047  1.87240047
2.3000  5.227188  0.41871100  0.41871100  1.88128900  1.88128900
2.3000  5.244788  0.40995451  0.40995451  1.89004549  1.89004549
2.3000  5.262388  0.40133083  0.40133083  1.89866917  1.89866917
2.3000  5.279988  0.39284071  0.39284071  1.90715929  1.90715929
2.3000  5.297588  0.38448487  0.38448487  1.91551513  1.91551513
2.3000  5.315188  0.37626403  0.37626403  1.92373597  1.92373597
2.3000  5.332788  0.36817890  0.36817890  1.93182110  1.93182110
2.3000  5.350387  0.36023016  0.36023016  1.93976984  1.93976984
2.3000  5.367987  0.35241848  0.35241848  1.94758152  1.94758152
2.3000  5.385587  0.34474453  0.34474453  1.95525547  1.95525547
2.3000  5.403187  0.33720895  0.33720895  1.96279105  1.96279105
2.3000  5.420787  0.32981237  0.32981237  1.97018763  1.97018763
2.3000  5.438387  0.32255541  0.32255541  1.97744459  1.97744459
2.3000  5.455987  0.31543867  0.31543867  1.98456133  1.98456133
2.3000  5.473587  0.30846275  0.30846275  1.99153725  1.99153725
2.3000  5.491187  0.30162822  0.30162822  1.99837178  1.99837178
2.3000  5.508787  0.29493566  0.29493566  2.00506434  2.00506434
2.3000  5.526387  0.28838560  0.28838560  2.01161440  2.01161440
2.3000  5.543987  0.28197860  0.28197860  2.01802140  2.01802140
2.3000  5.561587  0.27571517  0.27571517  2.02428483  2.02428483
2.3000  5.579187  0.26959584  0.26959584  2.03040416  2.03040416
2.3000  5.596787  0.26362110  0.26362110  2.03637890  2.03637890
2.3000  5.614387  0.25779144  0.25779144  2.04220856  2.04220856
2.3000  5.631987  0.25210734  0.25210734  2.04789266  2.04789266
2.3000  5.649587  0.24656925  0.24656925  2.05343075  2.05343075
2.3000  5.667187  0.24117765  0.24117765  2.05882235  2.05882235
2.3000  5.684787  0.23593295  0.23593295  2.06406705  2.06406705
2.3000  5.702387  0.23083558  0.23083558  2.06916442  2.06916442
2.3000  5.719987  0.22588597  0.22588597  2.07411403  2.07411403
2.3000  5.737587  0.22108451  0.22108451  2.07891549  2.07891549
2.3000  5.755187  0.21643159  0.21643159  2.08356841  2.08356841
2.3000  5.772787  0.21192758  0.21192758  2.08807242  2.08807242
2.3000  5.790386  0.20757286  0.20757286  2.09242714  2.09242714
2.3000  5.807986  0.20336776  0.20336776  2.09663224  2.09663224
2.3000  5.825586  0.19931264  0.19931264  2.10068736  2.10068736
2.3000  5.843186  0.19540781  0.19540781  2.10459219  2.10459219
2.3000  5.860786  0.19165359  0.19165359  2.10834641  2.10834641
2.3000  5.878386  0.18805029  0.18805029  2.11194971  2.11194971
2.3000  5.895986  0.18459820  0.18459820  2.11540180  2.11540180
2.3000  5.913586  0.18129758  0.18129758  2.11870242  2.11870242
2.3000  5.931186  0.17814871  0.17814871  2.12185129  2.12185129
2.3000  5.948786  0.17515184  0.17515184  2.12484816  2.12484816
2.3000  5.966386  0.17230721  0.17230721  2.12769279  2.12769279
2.3000  5.983986  0.16961505  0.16961505  2.13038495  2.13038495
2.3000  6.001586  0.16707557  0.16707557  2.13292443  2.13292443
2.3000  6.019186  0.16468898  0.16468898  2.13531102  2.13531102
2.3000  6.036786  0.16245546  0.16245546  2.13754454  2.13754454
2.3000  6.054386  0.16037521  0.16037521  2.13962479  2.13962479
2.3000  6.071986  0.15844838  0.15844838  2.14155162  2.14155162
2.3000  6.089586  0.15667513  0.15667513  2.14332487  2.14332487
2.3000  6.107186  0.15505559  0.15505559  2.14494441  2.14494441
2.3000  6.124786  0.15358991  0.15358991  2.14641009  2.14641009
2.3000  6.142386  0.15227820  0.15227820  2.14772180  2.14772180
2.3000  6.159986  0.15112055  0.15112055  2.14887945  2.14887945
2.3000  6.177586  0.15011707  0.15011707  2.14988293  2.14988293
2.3000  6.195186  0.14926784  0.14926784  2.15073216  2.15073216
2.3000  6.212785  0.14857292  0.14857292  2.15142708  2.15142708
2.3000  6.230385  0.14803236  0.14803236  2.15196764  2.15196764
2.3000  6.247985  0.14764622  0.14764622  2.15235378  2.15235378
2.3000  6.265585  0.14741452  0.14741452  2.15258548  2.15258548
2.3000  6.283185  0.14733728  0.14733728  2.15266272  2.15266272
2.3000  6.313669  0.14664243  0.14664243  2.15335757  2.15335757
2.3000  6.344153  0.14456131  0.14456131  2.15543869  2.15543869
2.3000  6.374637  0.14110391  0.14110391  2.15889609  2.15889609
2.3000  6.405121  0.13628674  0.13628674  2.16371326  2.16371326
2.3000  6.435605  0.13013237  0.13013237  2.16986763  2.16986763
2.3000  6.466089  0.12266909  0.12266909  2.17733091  2.17733091
2.3000  6.496573  0.11393032  0.11393032  2.18606968  2.18606968
2.3000  6.527057  0.10395403  0.10395403  2.19604597  2.19604597
2.3000  6.557542  0.09278211  0.09278211  2.20721789  2.20721789
2.3000  6.588026  0.08045967  0.08045967  2.21954033  2.21954033
2.3000  6.618510  0.06703441  0.06703441  2.23296559  2.23296559
2.3000  6.648994  0.05255600  0.05255600  2.24744400  2.24744400
2.3000  6.679478  0.03707540  0.03707540  2.26292460  2.26292460
2.3000  6.709962  0.02064440  0.02064440  2.27935560  2.27935560
2.3000  6.740446  0.00331503  0.00331503  2.29668497  2.29668497
2.3000  6.770930  -0.01486080  -0.01486080  2.31486080  2.31486080
2.3000  6.801414  -0.03383175  -0.03383175  2.33383175  2.33383175
2.3000  6.831898  -0.05354731  -0.05354731  2.35354731  2.35354731
2.3000  6.862382  -0.07395810  -0.07395810  2.37395810  2.37395810
2.3000  6.892866  -0.09501607  -0.09501607  2.39501607  2.39501607
2.3000  6.923350  -0.11667463  -0.11667463  2.41667463  2.41667463
2.3000  6.953834  -0.13888881  -0.13888881  2.43888881  2.43888881
2.3000  6.984318  -0.16161528  -0.16161528  2.46161528  2.46161528
2.3000  7.014802  -0.18481246  -0.18481246  2.48481246  2.48481246
2.3000  7.045286  -0.20844048  -0.20844048  2.50844048  2.50844048
2.3000  7.075770  -0.23246121  -0.23246121  2.53246121  2.53246121
2.3000  7.106254  -0.25683824  -0.25683824  2.55683824  2.55683824
2.3000  7.136738  -0.28153680  -0.28153680  2.58153680  2.58153680
2.3000  7.167222  -0.30652378  -0.30652378  2.60652378  2.60652378
2.3000  7.197706  -0.33176760  -0.33176760  2.63176760  2.63176760
2.3000  7.228190  -0.35723823  -0.35723823  2.65723823  2.65723823
2.3000  7.258674  -0.38290703  -0.38290703  2.68290703  2.68290703
2.3000  7.289158  -0.40874679  -0.40874679  2.70874679  2.70874679
2.3000  7.319642  -0.43473157  -0.43473157  2.73473157  2.73473157
2.3000  7.350126  -0.46083668  -0.46083668  2.76083668  2.76083668
2.3000  7.380610  -0.48703861  -0.48703861  2.78703861  2.78703861
2.3000  7.411094  -0.51331496  -0.51331496  2.81331496  2.81331496
2.3000  7.441578  -0.53964437  -0.53964437  2.83964437  2.83964437
2.3000  7.472062  -0.56600648  -0.56600648  2.86600648  2.86600648
2.3000  7.502546  -0.59238183  -0.59238183  2.89238183  2.89238183
2.3000  7.533030  -0.61875188  -0.61875188  2.91875188  2.91875188
2.3000  7.563514  -0.64509887  -0.64509887  2.94509887  2.94509887
2.3000  7.593998  -0.67140585  -0.67140585  2.97140585  2.97140585
2.3000  7.624482  -0.69765659  -0.69765659  2.99765659  2.99765659
2.3000  7.654966  -0.72383553  -0.72383553  3.02383553  3.02383553
2.3000  7.685450  -0.74992778  -0.74992778  3.04992778  3.04992778
2.3000  7.715934  -0.77591905  -0.77591905  3.07591905  3.07591905
2.3000  7.746418  -0.80179561  -0.80179561  3.10179561  3.10179561
2.3000  7.776902  -0.82754429  -0.82754429  3.12754429  3.12754429
2.3000  7.807386  -0.85315241  -0.85315241  3.15315241  3.15315241
2.3000  7.837870  -0.87860780  -0.87860780  3.17860780  3.17860780
2.3000  7.868354  -0.90389872  -0.90389872  3.20389872  3.20389872
2.3000  7.898839  -0.92901386  -0.92901386  3.22901386  3.22901386
2.3000  7.929323  -0.95394234  -0.95394234  3.25394234  3.25394234
2.3000  7.959807  -0.97867363  -0.97867363  3.27867363  3.27867363
2.3000  7.990291  -1.00319759  -1.00319759  3.30319759  3.30319759
2.3000  8.020775  -1.02750443  -1.02750443  3.32750443  3.32750443
2.3000  8.051259  -1.05158467  -1.05158467  3.35158467  3.35158467
2.3000  8.081743  -1.07542916  -1.07542916  3.37542916  3.37542916
2.3000  8.112227  -1.09902904  -1.09902904  3.39902904  3.39902904
2.3000  8.142711  -1.12237573  -1.12237573  3.42237573  3.42237573
2.3000  8.173195  -1.14546095  -1.14546095  3.44546095  3.44546095
2.3000  8.203679  -1.16827666  -1.16827666  3.46827666  3.46827666
2.3000  8.234163  -1.19081505  -1.19081505  3.49081505  3.49081505
2.3000  8.264647  -1.21306859  -1.21306859  3.51306859  3.51306859
2.3000  8.295131  -1.23502995  -1.23502995  3.53502995  3.53502995
2.3000  8.325615  -1.25669203  -1.25669203  3.55669203  3.55669203
2.3000  8.356099  -1.27804796  -1.27804796  3.57804796  3.57804796
2.3000  8.386583  -1.29909103  -1.29909103  3.59909103  3.59909103
2.3000  8.417067  -1.31981479  -1.31981479  3.61981479  3.61981479
2.3000  8.447551  -1.34021292  -1.34021292  3.64021292  3.64021292
2.3000  8.478035  -1.36027932  -1.36027932  3.66027932  3.66027932
2.3000  8.508519  -1.38000807  -1.38000807  3.68000807  3.68000807
2.3000  8.539003  -1.39939342  -1.39939342  3.69939342  3.69939342
2.3000  8.569487  -1.41842978  -1.41842978  3.71842978  3.71842978
2.3000  8.599971  -1.43711173  -1.43711173  3.73711173  3.73711173
2.3000  8.630455  -1.45543402  -1.45543402  3.75543402  3.75543402
2.3000  8.660939  -1.47339154  -1.47339154  3.77339154  3.77339154
2.3000  8.691423  -1.49097934  -1.49097934  3.79097934  3.79097934
2.3000  8.721907  -1.50819264  -1.50819264  3.80819264  3.80819264
2.3000  8.752391  -1.52502676  -1.52502676  3.82502676  3.82502676
2.3000  8.782875  -1.54147722  -1.54147722  3.84147722  3.84147722
2.3000  8.813359  -1.55753963  -1.55753963  3.85753963  3.85753963
2.3000  8.843843  -1.57320976  -1.57320976  3.87320976  3.87320976
2.3000  8.874327  -1.58848353  -1.58848353  3.88848353  3.88848353
2.3000  8.904811  -1.60335698  -1.60335698  3.90335698  3.90335698
2.3000  8.935295  -1.61782626  -1.61782626  3.91782626  3.91782626
2.3000  8.965779  -1.63188768  -1.63188768  3.93188768  3.93188768
2.3000  8.996263  -1.64553767  -1.64553767  3.94553767  3.94553767
2.3000  9.026747  -1.65877279  -1.65877279  3.95877279  3.95877279
2.3000  9.057231  -1.67158970  -1.67158970  3.97158970  3.97158970
2.3000  9.087715  -1.68398521  -1.68398521  3.98398521  3.98398521
2.3000  9.118199  -1.69595625  -1.69595625  3.99595625  3.99595625
2.3000  9.148683  -1.70749986  -1.70749986  4.00749986  4.00749986
2.3000  9.179167  -1.71861319  -1.71861319  4.01861319  4.01861319
2.3000  9.209652  -1.72929354  -1.72929354  4.02929354  4.02929354
2.3000  9.240136  -1.73953829  -1.73953829  4.03953829  4.03953829
2.3000  9.270620  -1.74934496  -1.74934496  4.04934496  4.04934496
2.3000  9.301104  -1.75871119  -1.75871119  4.05871119  4.05871119
2.3000  9.331588  -1.76763472  -1.76763472  4.06763472  4.06763472
2.3000  9.362072  -1.77611340  -1.77611340  4.07611340  4.07611340
2.3000  9.392556  -1.78414521  -1.78414521  4.08414521  4.08414521
2.3000  9.423040  -1.79172823  -1.79172823  4.09172823  4.09172823
2.3000  9.453524  -1.79886066  -1.79886066  4.09886066  4.09886066
2.3000  9.484008  -1.80554082  -1.80554082  4.10554082  4.10554082
2.3000  9.514492  -1.81176711  -1.81176711  4.11176711  4.11176711
2.3000  9.544976  -1.81753807  -1.81753807  4.11753807  4.11753807
2.3000  9.575460  -1.82285234  -1.82285234  4.12285234  4.12285234
2.3000  9.605944  -1.82770867  -1.82770867  4.12770867  4.12770867
2.3000  9.636428  -1.83210592  -1.83210592  4.13210592  4.13210592
2.3000  9.666912  -1.83604307  -1.83604307  4.13604307  4.13604307
2.3000  9.697396  -1.83951918  -1.83951918  4.13951918  4.13951918
2.3000  9.727880  -1.84253346  -1.84253346  4.14253346  4.14253346
2.3000  9.758364  -1.84508519  -1.84508519  4.14508519  4.14508519
2.3000  9.788848  -1.84717378  -1.84717378  4.14717378  4.14717378
2.3000  9.819332  -1.84879874  -1.84879874  4.14879874  4.14879874
2.3000  9.849816  -1.84995970  -1.84995970  4.14995970  4.14995970
2.3000  9.880300  -1.85065638  -1.85065638  4.15065638  4.15065638
2.3000  9.910784  -1.85088862  -1.85088862  4.15088862  4.15088862
3.0000  0.000000  -1.57307112  -1.57307112  4.57307112  4.57307112
3.0000  0.035200  -1.57276874  -1.57276874  4.57276874  4.57276874
3.0000  0.070400  -1.57186169  -1.57186169  4.57186169  4.57186169
3.0000  0.105600  -1.57035028  -1.57035028  4.57035028  4.57035028
3.0000  0.140800  -1.56823502  -1.56823502  4.56823502  4.56823502
3.0000  0.176000  -1.56551663  -1.56551663  4.56551663  4.56551663
3.0000  0.211200  -1.56219603  -1.56219603  4.56219603  4.56219603
3.0000  0.246399  -1.55827436  -1.55827436  4.55827436  4.55827436
3.0000  0.281599  -1.55375293  -1.55375293  4.55375293  4.55375293
3.0000  0.316799  -1.54863328  -1.54863328  4.54863328  4.54863328
3.0000  0.351999  -1.54291715  -1.54291715  4.54291715  4.54291715
3.0000  0.387199  -1.53660649  -1.53660649  4.53660649  4.53660649
3.0000  0.422399  -1.52970344  -1.52970344  4.52970344  4.52970344
3.0000  0.457599  -1.52221035  -1.52221035  4.52221035  4.52221035
3.0000  0.492799  -1.51412977  -1.51412977  4.51412977  4.51412977
3.0000  0.527999  -1.50546445  -1.50546445  4.50546445  4.50546445
3.0000  0.563199  -1.49621735  -1.49621735  4.49621735  4.49621735
3.0000  0.598399  -1.48639162  -1.48639162  4.48639162  4.48639162
3.0000  0.633599  -1.47599062  -1.47599062  4.47599062  4.47599062
3.0000  0.668798  -1.46501792  -1.46501792  4.46501792  4.46501792
3.0000  0.703998  -1.45347727  -1.45347727  4.45347727  4.45347727
3.0000  0.739198  -1.44137262  -1.44137262  4.44137262  4.44137262
3.0000  0.774398  -1.42870813  -1.42870813  4.42870813  4.42870813
3.0000  0.809598  -1.41548817  -1.41548817  4.41548817  4.41548817
3.0000  0.844798  -1.40171728  -1.40171728  4.40171728  4.40171728
3.0000  0.879998  -1.38740021  -1.38740021  4.38740021  4.38740021
3.0000  0.915198  -1.37254192  -1.37254192  4.37254192  4.37254192
3.0000  0.950398  -1.35714754  -1.35714754  4.35714754  4.35714754
3.0000  0.985598  -1.34122242  -1.34122242  4.34122242  4.34122242
3.0000  1.020798  -1.32477210  -1.32477210  4.32477210  4.32477210
3.0000  1.055998  -1.30780229  -1.30780229  4.30780229  4.30780229
3.0000  1.091197  -1.29031894  -1.29031894  4.29031894  4.29031894
3.0000  1.126397  -1.27232816  -1.27232816  4.27232816  4.27232816
3.0000  1.161597  -1.25383627  -1.25383627  4.25383627  4.25383627
3.0000  1.196797  -1.23484977  -1.23484977  4.23484977  4.23484977
3.0000  1.231997  -1.21537537  -1.21537537  4.21537537  4.21537537
3.0000  1.267197  -1.19541995  -1.19541995  4.19541995  4.19541995
3.0000  1.302397  -1.17499061  -1.17499061  4.17499061  4.17499061
3.0000  1.337597  -1.15409462  -1.15409462  4.15409462  4.15409462
3.0000  1.372797  -1.13273946  -1.13273946  4.13273946  4.13273946
3.0000  1.407997  -1.11093280  -1.11093280  4.11093280  4.11093280
3.0000  1.443197  -1.08868249  -1.08868249  4.08868249  4.08868249
3.0000  1.478397  -1.06599659  -1.06599659  4.06599659  4.06599659
3.0000  1.513596  -1.04288335  -1.04288335  4.04288335  4.04288335
3.0000  1.548796  -1.01935120  -1.01935120  4.01935120  4.01935120
3.0000  1.583996  -0.99540879  -0.99540879  3.99540879  3.99540879
3.0000  1.619196  -0.97106495  -0.97106495  3.97106495  3.97106495
3.0000  1.654396  -0.94632871  -0.94632871  3.94632871  3.94632871
3.0000  1.689596  -0.92120931  -0.92120931  3.92120931  3.92120931
3.0000  1.724796  -0.89571618  -0.89571618  3.89571618  3.89571618
3.0000  1.759996  -0.86985895  -0.86985895  3.86985895  3.86985895
3.0000  1.795196  -0.84364747  -0.84364747  3.84364747  3.84364747
3.0000  1.830396  -0.81709178  -0.81709178  3.81709178  3.81709178
3.0000  1.865596  -0.79020215  -0.79020215  3.79020215  3.79020215
3.0000  1.900796  -0.76298906  -0.76298906  3.76298906  3.76298906
3.0000  1.935995  -0.73546318  -0.73546318  3.73546318  3.73546318
3.0000  1.971195  -0.70763545  -0.70763545  3.70763545  3.70763545
3.0000  2.006395  -0.67951700  -0.67951700  3.67951700  3.67951700
3.0000  2.041595  -0.65111920  -0.65111920  3.65111920  3.65111920
3.0000  2.076795  -0.62245368  -0.62245368  3.62245368  3.62245368
3.0000  2.111995  -0.59353230  -0.59353230  3.59353230  3.59353230
3.0000  2.147195  -0.56436716  -0.56436716  3.56436716  3.56436716
3.0000  2.182395  -0.53497064  -0.53497064  3.53497064  3.53497064
3.0000  2.217595  -0.50535540  -0.50535540  3.50535540  3.50535540
3.0000  2.252795  -0.47553435  -0.47553435  3.47553435  3.47553435
3.0000  2.287995  -0.44552072  -0.44552072  3.44552072  3.44552072
3.0000  2.323195  -0.41532804  -0.41532804  3.41532804  3.41532804
3.0000  2.358394  -0.38497015  -0.38497015  3.38497015  3.38497015
3.0000  2.393594  -0.35446124  -0.35446124  3.35446124  3.35446124
3.0000  2.428794  -0.32381583  -0.32381583  3.32381583  3.32381583
3.0000  2.463994  -0.29304885  -0.29304885  3.29304885  3.29304885
3.0000  2.499194  -0.26217558  -0.26217558  3.26217558  3.26217558
3.0000  2.534394  -0.23121175  -0.23121175  3.23121175  3.23121175
3.0000  2.569594  -0.20017350  -0.20017350  3.20017350  3.20017350
3.0000  2.604794  -0.16907748  -0.16907748  3.16907748  3.16907748
3.0000  2.639994  -0.13794079  -0.13794079  3.13794079  3.13794079
3.0000  2.675194  -0.10678112  -0.10678112  3.10678112  3.10678112
3.0000  2.710394  -0.07561668  -0.07561668  3.07561668  3.07561668
3.0000  2.745594  -0.04446632  -0.04446632  3.04446632  3.04446632
3.0000  2.780793  -0.01334955  -0.01334955  3.01334955  3.01334955
3.0000  2.815993  0.01771344  0.01771344  2.98228656  2.98228656
3.0000  2.851193  0.04870166  0.04870166  2.95129834  2.95129834
3.0000  2.886393  0.07959334  0.07959334  2.92040666  2.92040666
3.0000  2.921593  0.11036581  0.11036581  2.88963419  2.88963419
3.0000  2.956793  0.14099545  0.14099545  2.85900455  2.85900455
3.0000  2.991993  0.17145762  0.17145762  2.82854238  2.82854238
3.0000  3.027193  0.20172658  0.20172658  2.79827342  2.79827342
3.0000  3.062393  0.23177538  0.23177538  2.76822462  2.76822462
3.0000  3.097593  0.26157580  0.26157580  2.73842420  2.73842420
3.0000  3.132793  0.29109824  0.29109824  2.70890176  2.70890176
3.0000  3.167993  0.32031161  0.32031161  2.67968839  2.67968839
3.0000  3.203193  0.34918323  0.34918323  2.65081677  2.65081677
3.0000  3.238392  0.37767873  0.37767873  2.62232127  2.62232127
3.0000  3.273592  0.40576191  0.40576191  2.59423809  2.59423809
3.0000  3.308792  0.43339467  0.43339467  2.56660533  2.56660533
3.0000  3.343992  0.46053688  0.46053688  2.53946312  2.53946312
3.0000  3.379192  0.48714629  0.48714629  2.51285371  2.51285371
3.0000  3.414392  0.51317847  0.51317847  2.48682153  2.48682153
3.0000  3.449592  0.53858672  0.53858672  2.46141328  2.46141328
3.0000  3.484792  0.56332208  0.56332208  2.43667792  2.43667792
3.0000  3.519992  0.58733333  0.58733333  2.41266667  2.41266667
3.0000  3.555192  0.61056709  0.61056709  2.38943291  2.38943291
3.0000  3.590392  0.63296791  0.63296791  2.36703209  2.36703209
3.0000  3.625592  0.65447854  0.65447854  2.34552146  2.34552146
3.0000  3.660791  0.67504027  0.67504027  2.32495973  2.32495973
3.0000  3.695991  0.69459334  0.69459334  2.30540666  2.30540666
3.0000  3.731191  0.71307753  0.71307753  2.28692247  2.28692247
3.0000  3.766391  0.73043290  0.73043290  2.26956710  2.26956710
3.0000  3.801591  0.74660065  0.74660065  2.25339935  2.25339935
3.0000  3.836791  0.76152416  0.76152416  2.23847584  2.23847584
3.0000  3.871991  0.77515009  0.77515009  2.22484991  2.22484991
3.0000  3.907191  0.78742968  0.78742968  2.21257032  2.21257032
3.0000  3.942391  0.79832006  0.79832006  2.20167994  2.20167994
3.0000  3.977591  0.80778554  0.80778554  2.19221446  2.19221446
3.0000  4.012791  0.81579891  0.81579891  2.18420109  2.18420109
3.0000  4.047991  0.82234249  0.82234249  2.17765751  2.17765751
3.0000  4.083190  0.82740907  0.82740907  2.17259093  2.17259093
3.0000  4.118390  0.83100255  0.83100255  2.16899745  2.16899745
3.0000  4.153590  0.83313812  0.83313812  2.16686188  2.16686188
3.0000  4.188790  0.83384227  0.83384227  2.16615773  2.16615773
3.0000  4.206390  0.83366881  0.83366881  2.16633119  2.16633119
3.0000  4.223990  0.83315228  0.83315228  2.16684772  2.16684772
3.0000  4.241590  0.83229889  0.83229889  2.16770111  2.16770111
3.0000  4.259190  0.83111544  0.83111544  2.16888456  2.16888456
3.0000  4.276790  0.82960921  0.82960921  2.17039079  2.17039079
3.0000  4.294390  0.82778798  0.82778798  2.17221202  2.17221202
3.0000  4.311990  0.82565997  0.82565997  2.17434003  2.17434003
3.0000  4.329590  0.82323377  0.82323377  2.17676623  2.17676623
3.0000  4.347190  0.82051833  0.82051833  2.17948167  2.17948167
3.0000  4.364790  0.81752288  0.81752288  2.18247712  2.18247712
3.0000  4.382390  0.81425692  0.81425692  2.18574308  2.18574308
3.0000  4.399990  0.81073013  0.81073013  2.18926987  2.18926987
3.0000  4.417590  0.80695237  0.80695237  2.19304763  2.19304763
3.0000  4.435190  0.80293360  0.80293360  2.19706640  2.19706640
3.0000  4.452790  0.79868386  0.79868386  2.20131614  2.20131614
3.0000  4.470390  0.79421325  0.79421325  2.20578675  2.20578675
3.0000  4.487990  0.78953184  0.78953184  2.21046816  2.21046816
3.0000  4.505589  0.78464970  0.78464970  2.21535030  2.21535030
3.0000  4.523189  0.77957682  0.77957682  2.22042318  2.22042318
3.0000  4.540789  0.77432312  0.77432312  2.22567688  2.22567688
3.0000  4.558389  0.76889840  0.76889840  2.23110160  2.23110160
3.0000  4.575989  0.76331232  0.76331232  2.23668768  2.23668768
